City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
934,Miri,MY,82.9,overcast clouds,4.4148,114.0089,"Mega Hotel, Miri"
935,Tabou,CI,75.74,overcast clouds,4.423,-7.3528,hotêl doufoulougou
936,Alihe,CN,85.66,light rain,50.5667,123.7167,Alihe Forestry Hotel
941,Jiujiang,CN,78.19,moderate rain,29.7333,115.9833,Tianhai Fashion Theme Hotel
942,Merauke,ID,78.78,overcast clouds,-8.4667,140.3333,
943,Danville,US,76.77,overcast clouds,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
946,Acarau,BR,75.33,scattered clouds,-2.8856,-40.12,castelo pizzaria
950,Ojinaga,MX,84.42,clear sky,29.5667,-104.4167,Suites Las Palmas
952,Jiwani,PK,83.05,light rain,25.05,61.7417,Hamza hotel jiwani
953,Callaguip,PH,84.85,overcast clouds,18.0714,120.4867,Pangil Beach Resort
955,Riyadh,SA,86.59,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
957,Doha,QA,85.98,haze,25.2867,51.5333,Doha Marriott Hotel
959,Veraval,IN,81.9,light rain,20.9,70.3667,Lords Inn Somnath
964,Dublin,US,76.06,scattered clouds,37.7021,-121.9358,Larkspur Landing Pleasanton
966,Suclayin,PH,87.58,moderate rain,15.7568,121.5503,Costa Pacifica
968,Baijiantan,CN,80.13,overcast clouds,45.6333,85.1833,
970,Valentin Gomez Farias,MX,76.95,broken clouds,28.2167,-106.5833,
972,Lae,PG,85.19,overcast clouds,-6.7221,146.9847,Phils Hotel
975,Khash,IR,81.01,overcast clouds,28.2211,61.2158,خوابگاه آبجی محدثه
977,Tabuk,PH,87.17,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
981,Pokhara,NP,80.76,scattered clouds,28.2333,83.9833,OYO 170 Hotel View Point
989,Poyarkovo,RU,83.19,light rain,49.6,128.6833,Gostinitsa
995,Cobija,BO,77.77,broken clouds,-11.0267,-68.7692,Hotel Obelisco
998,Zyryanka,RU,83.59,broken clouds,65.75,150.85,
1001,Minab,IR,87.8,overcast clouds,27.1467,57.0801,Bam campground
1002,La Paz Centro,NI,77.92,overcast clouds,12.34,-86.6753,Quinta Momotombo
1003,Payson,US,80.1,clear sky,40.0444,-111.7321,Quality Inn Payson I-15
1004,Ranong,TH,79.92,overcast clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
1007,Ugoofaaru,MV,83.26,overcast clouds,5.6667,73.0,Ungoofaaru Inn
1008,Edd,ER,87.28,overcast clouds,13.9297,41.6925,
1010,Tahlequah,US,86.22,haze,35.9154,-94.97,Oak Hill Inn and Suites
1013,Lubao,PH,88.77,overcast clouds,14.9167,120.55,Hacienda Gracia
1014,Kassala,SD,76.48,broken clouds,15.451,36.4,Amassi Hotel Gash
1018,Yining,CN,78.12,overcast clouds,29.0361,114.5636,Xiushui Hotel
1021,Murwara,IN,87.01,few clouds,23.85,80.4,HOTEL BRIJWASI ROYAL
1022,Tavares,US,82.99,scattered clouds,28.8042,-81.7256,"Holiday Inn Express & Suites Tavares - Leesburg, an IHG Hotel"
1024,Kattivakkam,IN,86.09,overcast clouds,13.2167,80.3167,Euronova Freezer
1025,Talaya,RU,78.46,broken clouds,61.3833,152.75,
1026,Handan,CN,85.62,overcast clouds,36.6006,114.4678,Jin Jiang Inn - Handan China South Street Inn
1034,College,US,86.0,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
1035,Fare,PF,79.12,few clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
1036,Funadhoo,MV,82.96,broken clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
1039,Lanzhou,CN,78.91,clear sky,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
1041,Coahuayana,MX,78.28,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
1046,Trinidad,BO,76.33,overcast clouds,-14.8333,-64.9,Hotel Piesta
1048,Altayskoye,RU,76.48,scattered clouds,51.9533,85.3325,ЭКО-ТРЕВЕЛ АЛТАЙ
1051,Kandi,BJ,75.02,overcast clouds,11.1342,2.9386,Hébergement de la Poste
1057,Hirara,JP,83.82,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
1063,Bull Savanna,JM,76.17,scattered clouds,17.8868,-77.5902,Big Red's
1064,Ariquemes,BR,76.91,few clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
1067,Fort Dodge,US,83.82,clear sky,42.4975,-94.168,"Country Inn & Suites by Radisson, Fort Dodge, IA"
1068,Srednekolymsk,RU,79.56,overcast clouds,67.45,153.6833,
1072,Bakel,SN,83.97,overcast clouds,14.905,-12.4568,Ablaye Diallo Bakel
1074,Probolinggo,ID,86.38,overcast clouds,-7.7543,113.2159,Rumah Anggrek Syariah 1 RedPartner
1076,Tyrma,RU,84.67,few clouds,50.0833,132.1667,
1082,Safford,US,85.12,clear sky,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
1083,Cayenne,GF,80.1,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
1087,Bartica,GY,77.32,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
1090,Tianpeng,CN,88.77,clear sky,30.9866,103.9393,Shuangliu Love Home Business Hotel
1091,Lazaro Cardenas,MX,77.63,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
1094,Sabang,ID,83.88,overcast clouds,5.8933,95.3214,Hotel Citra
1095,Balaipungut,ID,78.28,light rain,1.05,101.2833,
1097,Panaba,MX,79.45,clear sky,21.2833,-88.2667,Hotel Don Fernando
1098,Oriximina,BR,76.68,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
1100,Barabai,ID,89.08,few clouds,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
1101,Saint Marys,US,83.05,clear sky,30.7305,-81.5465,Spencer House Inn by Brham
1103,Iberia,US,84.27,clear sky,29.9502,-91.7507,back to back rv park
1105,Namtsy,RU,86.45,few clouds,62.7161,129.6658,"""Эңсиэли Киин"""
1106,Salinopolis,BR,77.05,clear sky,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
1109,Chabahar,IR,84.97,overcast clouds,25.2919,60.643,هتل گدروشیا
1113,Pishin,PK,82.09,broken clouds,30.5803,66.9961,City Hotel Pishin
1116,Katobu,ID,86.14,scattered clouds,-4.9408,122.5276,La Ode Husein
1117,Phonhong,LA,82.09,moderate rain,18.5007,102.4166,Manyvong Guest House
1118,Gorontalo,ID,80.91,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
1127,Kencong,ID,83.8,broken clouds,-8.2833,113.3667,GUBUK SUGIANTO
1130,Thoen,TH,86.74,overcast clouds,17.6129,99.2161,บ้านห้องนอน
1134,Matay,EG,80.38,clear sky,28.419,30.7792,Nag Aespen
1137,Khandyga,RU,89.4,scattered clouds,62.6667,135.6,Apel'sin
1138,Talalora,PH,86.02,scattered clouds,11.5293,124.8362,"Casa de Burgos_Western Samar, Philippines"
1140,Muncar,ID,82.36,overcast clouds,-8.4333,114.3333,Zaky Homestay
1141,Jhargram,IN,88.11,few clouds,22.45,86.9833,Sarada Hotel
1143,Maningrida,AU,79.09,scattered clouds,-12.0667,134.2667,Dhukurrdji Lodge
1148,Sangar,RU,75.81,broken clouds,63.9242,127.4739,
1149,Thakurgaon,BD,89.85,clear sky,26.0333,88.4667,Chowdhury Khokon Fisheries Head Office
1150,Vanimo,PG,84.18,light rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
1151,Adre,TD,77.02,broken clouds,13.4667,22.2,
1154,Myrtle Beach,US,80.04,broken clouds,33.6891,-78.8867,Bay View Resort Myrtle Beach
1155,Miyazu,JP,75.15,overcast clouds,35.5333,135.1833,Seikiro
1156,Fujin,CN,83.8,few clouds,47.26,132.0322,Xilong Hotel Fujin Shop
1163,Bangkalan,ID,84.15,overcast clouds,-7.0455,112.7351,SPOT ON 2591 Griya Demangan Syariah
1165,Fayaoue,NC,77.65,broken clouds,-20.65,166.5333,Chez Dydyce Guesthouse
1168,Agadez,NE,85.08,clear sky,19.75,10.25,
1169,Elizabeth City,US,77.02,broken clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
1170,Montes Altos,BR,78.13,overcast clouds,-5.8333,-47.0667,Hotel e Restaurante Manaaim
1171,Namie,JP,87.55,light rain,37.4833,141.0,いこいの村なみえ
1172,Ahuimanu,US,82.11,overcast clouds,21.4447,-157.8378,Paradise Bay Resort
1173,Bushehr,IR,89.71,broken clouds,28.9684,50.8385,Yas Hotel
1175,Portland,US,76.55,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
1179,Sena Madureira,BR,76.55,broken clouds,-9.0656,-68.6569,Hotel Central
1180,Ashland,US,76.82,overcast clouds,40.8167,-82.2665,SureStay
1183,Dumai,ID,85.95,overcast clouds,1.6833,101.45,Grand Zuri Dumai
1185,Sabancuy,MX,81.07,overcast clouds,18.9667,-91.1833,pulpo
1187,Lafayette,US,84.33,clear sky,30.2335,-92.0668,"Drury Inn & Suites Lafayette, LA"
1188,Bantogon,PH,83.37,overcast clouds,6.5333,124.0333,Kalamansig Greenhome
1189,Lalmohan,BD,84.83,broken clouds,22.3384,90.7419,Arifur Rahman Miraj
1191,Xacmaz,AZ,76.64,clear sky,41.4635,48.806,Ulduz Hotel
1192,Araceli,PH,81.5,moderate rain,10.5529,119.9913,JBryan Traveler's Inn
1194,Daru,PG,79.88,broken clouds,-9.0763,143.2092,Daru Lodge
1196,Tessalit,ML,87.39,clear sky,20.1986,1.0114,
1198,Babu,CN,85.03,overcast clouds,24.4167,111.5167,IU Hotel Hezhou Bus Terminal
1200,Suez,EG,77.94,clear sky,29.9737,32.5263,Green House
1201,Sola,VU,80.17,scattered clouds,-13.8833,167.55,Leumerus Bungalows
1202,Harper,LR,76.3,overcast clouds,4.375,-7.7169,Screensaver
1204,Areia Branca,BR,75.06,few clouds,-4.9561,-37.1369,Areia Branca Apart Hotel
1205,Puerto Carreno,CO,75.85,heavy intensity rain,6.189,-67.4859,Casa Hotel Victoria
1206,Whitehorse,CA,86.02,thunderstorm,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
1207,Dali,CN,75.92,broken clouds,25.7,100.1833,Dali Travelling With Hostel
1208,Bourail,NC,78.96,overcast clouds,-21.5667,165.4833,Motel Allamanda
1209,Artyom,AZ,78.94,clear sky,40.4723,50.333,Pir hos
1210,Qianguo,CN,82.2,broken clouds,45.1171,124.8568,Guo'er Luosi Hotel
1211,Puri,IN,81.12,moderate rain,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
1212,Jining,CN,76.53,light rain,35.405,116.5814,Yunhe Star Hotel
1218,La Asuncion,VE,78.06,broken clouds,11.0333,-63.8628,Colinas de Matasiete
1224,Duki,PK,84.9,scattered clouds,30.1541,68.5728,ماسٹر رشید مرحوم
1226,Catuday,PH,83.19,broken clouds,16.2923,119.8062,Benjie's Kubo & Cottages
1227,Guane,CU,78.84,scattered clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
1229,Joshimath,IN,79.07,broken clouds,30.5667,79.5667,Shivalik Camps & Resort
1230,Ismailia,EG,75.47,clear sky,30.6043,32.2723,Mercure Ismailia Forsan Island Hotel
1232,Jibuti,DJ,84.61,scattered clouds,11.5,42.5,Orchid Main Camp Goubet
1233,Manoel Urbano,BR,75.22,scattered clouds,-8.8389,-69.2597,Baixada Beira Rio
1236,Russell,US,80.2,broken clouds,32.3502,-85.1999,Macs
1237,Ngawi,ID,84.97,broken clouds,-7.4038,111.4461,"""G.W.A. KOST"" NGAWI (dpn Klurahan KETANGGI)"
1240,Giporlos,PH,83.1,overcast clouds,11.12,125.4494,JR's Pension House
1245,Tlacojalpan,MX,75.97,overcast clouds,18.2333,-95.95,Hotel posada santa Mercedes
1246,Belaya Gora,RU,80.92,light rain,68.5333,146.4167,
1248,Fuerte Olimpo,PY,75.45,overcast clouds,-21.0415,-57.8738,Hospedaje DAMI
1250,Gibara,CU,76.32,overcast clouds,21.1097,-76.1317,Sol y Mar
1251,Gasa,PS,76.75,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
1254,Qarqin,AF,81.93,clear sky,37.4185,66.0436,
1258,Xiangxiang,CN,82.15,overcast clouds,27.7333,112.5333,Huatai International Hotel
1259,Waingapu,ID,81.82,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
1260,Imeni Poliny Osipenko,RU,85.32,clear sky,52.4201,136.4853,Yubileynaya
1261,Bonthe,SL,75.99,broken clouds,7.5264,-12.505,Bonthe Holiday Village
1263,Kidal,ML,89.6,clear sky,18.4411,1.4078,
1265,Solnechnyy,RU,83.21,clear sky,50.7214,136.6319,Hotel complex Pastoral
1268,Nagapattinam,IN,84.13,overcast clouds,10.7667,79.8333,Sathya Lodge
1271,Chiang Klang,TH,82.89,overcast clouds,19.2938,100.8617,Sangthong Resort
1273,Tahoua,NE,85.37,broken clouds,14.8888,5.2692,Bungalows Guesthouse
1276,San Lorenzo,PY,76.14,clear sky,-25.3333,-57.5333,Canarias Hotel
1279,Sosua,DO,79.23,scattered clouds,19.7667,-70.5167,Piergiorgio Palace Hotel
1282,Termoli,IT,78.78,clear sky,41.9888,14.9895,Hotel Mistral
1283,Aripuana,BR,75.06,scattered clouds,-9.1667,-60.6333,
1288,Srivardhan,IN,79.63,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
1290,Asmar,AF,84.94,overcast clouds,35.0333,71.3581,COP Monti
1291,Kieta,PG,85.17,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
1293,Amarante Do Maranhao,BR,76.91,overcast clouds,-5.5667,-46.7422,Hotéis Caçulinha
1294,Hays,US,89.15,clear sky,30.0502,-98.0336,Sinya on Lone Man Creek
1295,Nerchinskiy Zavod,RU,78.57,overcast clouds,51.3088,119.61,Gostinitsa
1299,Trat,TH,82.9,overcast clouds,12.5,102.5,สวนหนิง-อัศ
1305,Pauini,BR,81.75,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
1306,Mitsamiouli,KM,75.04,clear sky,-11.3847,43.2844,Foyer ADM
1307,Barstow,US,88.79,clear sky,34.8986,-117.0228,"Motel 6 Barstow, CA"
1314,Cabo Rojo,PR,79.68,overcast clouds,18.0866,-67.1457,Hotel Perichi's
1315,Sitges,ES,78.01,scattered clouds,41.2351,1.8119,URH Sitges Playa
1316,Benghazi,LY,77.95,clear sky,32.1167,20.0667,Tibesti Hotel
1317,Winnemucca,US,75.25,clear sky,40.973,-117.7357,Winners Inn Casino
1319,Dharchula,IN,76.53,overcast clouds,29.85,80.5333,Mahara Hotel
1320,Goundam,ML,87.24,scattered clouds,16.4145,-3.6708,
1329,Keokuk,US,86.52,clear sky,40.3973,-91.3849,Hampton Inn Keokuk
1332,Darab,IR,89.71,overcast clouds,28.7519,54.5444,Naghshe shapoor Hotel
1333,Bafoulabe,ML,78.28,light rain,13.8065,-10.8321,Logement du Chargé SIS Abdoul Karim Konaté
1340,Pospelikha,RU,76.15,broken clouds,51.95,81.7667,
1341,Khandbari,NP,79.81,broken clouds,27.3747,87.2039,Sainik Hotel And Lodge
1343,Basco,PH,84.15,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
1346,Choya,RU,75.51,broken clouds,52.0108,86.5467,
1348,Itupiranga,BR,75.52,overcast clouds,-5.1347,-49.3267,Hotel Panorama
1350,Bhatkal,IN,77.49,overcast clouds,13.9667,74.5667,Nilawar Palace
1351,Nabire,ID,86.04,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
1364,Dalianwan,CN,80.64,mist,39.0286,121.695,Huanghai Hotel
1367,Palasbari,IN,87.85,mist,26.1361,91.5486,Manash Pratim Kalita
1368,Puerto Cabezas,NI,77.86,overcast clouds,14.0351,-83.3888,Cabaña Caribe
1369,Madera,US,84.56,clear sky,37.1666,-119.8343,
1371,Buala,SB,85.1,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
1374,Filingue,NE,86.13,broken clouds,14.3521,3.3168,
1377,Xiuyan,CN,82.74,scattered clouds,40.2928,123.2744,Helin Holiday Hotel
1378,Ravar,IR,77.86,overcast clouds,31.2656,56.8055,computertik
1379,Huilong,CN,82.74,broken clouds,31.8111,121.655,Hilton Garden Inn Qidong
1381,Lao Cai,VN,89.4,overcast clouds,22.4833,103.95,Legend Hotel
1385,Mogoytuy,RU,76.24,light rain,51.2833,114.9167,Gostinitsa
1388,Jeremie,HT,80.35,broken clouds,18.65,-74.1167,Auberge’Inn
1393,Bhojudih,IN,89.08,few clouds,23.6333,86.45,Alumni House
1399,Morvi,IN,84.42,overcast clouds,22.8167,70.8333,RE:GEN:TA Inn Morbi
1400,Mountain Home,US,78.28,clear sky,43.133,-115.6912,Mountain Home Inn
1401,Santo Domingo,DO,79.03,few clouds,18.5001,-69.9886,Cabañas City Heart
1402,Dickinson,US,86.09,clear sky,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
1405,Samdari,IN,89.85,broken clouds,25.8167,72.5833,Karnoba Ki Dhani
1408,Seoul,KR,88.99,overcast clouds,37.5683,126.9778,롯데호텔 서울
1412,Genhe,CN,85.93,overcast clouds,50.7833,121.5167,Companionship Hotel
1419,Gumla,IN,81.3,overcast clouds,23.05,84.55,Hotel Bindesh - Chulhani - Best Hotel and Restaurant in Gumla
1422,Salou,ES,77.95,light rain,41.0766,1.1416,Hotel Santa Monica Playa
1427,Dakar,SN,77.88,light rain,14.6937,-17.4441,Novotel Dakar
1428,Rosetta,EG,75.78,clear sky,31.4044,30.4164,Green Valley
1429,Mulege,MX,86.94,clear sky,26.8833,-111.9833,Casa Granada
1431,Khor,RU,80.46,broken clouds,47.8861,134.9464,Gostinitsa Deksi
1439,Xinzhou,CN,82.98,scattered clouds,38.4092,112.7333,Shell Hotel - Xinzhou
1440,Pingliang,CN,81.1,broken clouds,35.5392,106.6861,North Gate Hostel
1441,Brookings,US,79.05,clear sky,44.3114,-96.7984,"Holiday Inn Express & Suites Brookings, an IHG Hotel"
1445,Santa Rosa,PH,89.11,heavy intensity rain,14.3122,121.1114,Erlyn’s Sta Rosa City Home
1447,Wuxue,CN,79.11,overcast clouds,29.8506,115.5525,Wuxue Station Hostel
1450,Kitakata,JP,89.17,overcast clouds,37.65,139.8667,いろり古民家の宿 志ぐれ亭
1451,South River,US,76.89,overcast clouds,40.4465,-74.386,"Holiday Inn Express & Suites Tower Center New Brunswick, an IHG Hotel"
1452,Aldan,RU,85.24,few clouds,58.6031,125.3894,Aldan Guest House
1453,San Andres,CO,82.42,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
1454,Paracuru,BR,75.11,broken clouds,-3.41,-39.0306,Hotel Vento Brasil
1463,Shiogama,JP,78.78,overcast clouds,38.3167,141.0333,Smile Hotel Shiogama
1464,Nhulunbuy,AU,75.81,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
1465,Laguna De Perlas,NI,77.92,overcast clouds,12.3429,-83.6712,Hotel Best View
1466,Natal,BR,75.42,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
1469,Acajutla,SV,79.32,overcast clouds,13.5928,-89.8275,Laureles
1473,Conakry,GN,77.04,moderate rain,9.538,-13.6773,Riviera Royal Hotel
1474,Sarangarh,IN,82.94,broken clouds,21.6,83.0833,Svidha kendra
1477,Ratnagiri,IN,79.56,heavy intensity rain,16.9833,73.3,Hotel Landmark
1478,Tigzirt,DZ,80.44,clear sky,36.8886,4.1198,Bloc D tazoumbirt (amar)
1481,Grajau,BR,78.33,overcast clouds,-5.8194,-46.1386,Hotel Confiança
1482,Sinegorye,RU,81.97,broken clouds,62.0788,150.477,
1484,Lagunas,PE,76.08,overcast clouds,-5.2269,-75.6753,Hospedaje Eco
1487,Bureya,RU,82.31,scattered clouds,49.8133,129.8131,Гостиница Бурея
1490,Saint-Georges,GD,78.48,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
1491,San Francisco Del Mar,MX,81.05,overcast clouds,16.2333,-94.65,
1492,Wajima,JP,88.48,broken clouds,37.4,136.9,Wajiima Onsen Yashio
1494,Marion,US,84.52,scattered clouds,39.7684,-86.1555,Hilton Garden Inn Indianapolis Downtown
1496,Sembakung,ID,88.72,overcast clouds,3.8167,117.25,
1497,Santa Monica,US,77.54,clear sky,34.0195,-118.4912,Hotel Shangri-La
1509,Samarinda,ID,88.07,overcast clouds,-0.5,117.15,ASTON Samarinda Hotel & Convention Center
1513,Galveston,US,85.96,clear sky,29.3669,-94.9669,Crystal Suites
1516,Kohima,IN,75.97,broken clouds,25.6667,94.1167,The Homestay
1522,Gazojak,TM,75.81,clear sky,41.1875,61.4036,
1523,Tondano,ID,75.29,overcast clouds,1.3038,124.9112,Villa Bella
1524,Kupang,ID,80.29,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1532,Shenzhen,CN,87.08,moderate rain,22.5455,114.0683,Grand Skylight
1533,Jinchang,CN,83.88,clear sky,38.4953,102.1739,Mingshihui Jinchang International Hotel
1537,Mingguang,CN,86.45,overcast clouds,32.7802,117.9638,Yonghao Hotel
1538,Mecca,SA,83.59,broken clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
1541,Lufilufi,WS,85.78,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
1543,Meadow Lake,US,76.66,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
1546,Iralaya,HN,79.3,overcast clouds,15.0,-83.2333,Iglesia morava renovada
1548,Manggar,ID,84.52,overcast clouds,-2.8833,108.2667,Guest Hotel
1550,Manzhouli,CN,79.72,scattered clouds,49.6,117.4333,Angala International Youth Hostel
1551,Celestun,MX,80.82,broken clouds,20.8667,-90.4,Posada Lilia
1552,Dhidhdhoo,MV,82.6,broken clouds,6.8833,73.1,Dhidhoo beach
1555,Tortoli,IT,79.43,clear sky,39.9256,9.6572,Hotel La Bitta
1558,Miaga,PH,84.6,overcast clouds,12.2376,123.8167,Magcaraguit Resort
1561,Mae Sai,TH,76.8,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
1569,Hede,CN,89.11,broken clouds,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
1570,Sanary-Sur-Mer,FR,77.88,clear sky,43.1178,5.8001,Résidence Pierre et Vacances Les Rivages de Coudoulière
1571,Adana,TR,75.22,scattered clouds,36.985,35.2881,ibis Adana
1573,Ko Samui,TH,87.71,few clouds,9.5357,99.9357,The Passage
1576,Bairiki,KI,86.0,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
1579,Jatibarang,ID,85.5,broken clouds,-6.4747,108.3153,Adi Sederhana Hotel
1581,Bajil,YE,89.69,few clouds,15.0584,43.2851,فندق حضرموت
1582,Tarakan,ID,85.5,light rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
1587,Tamiahua,MX,80.22,clear sky,21.2667,-97.45,Mission Of The Sun Hotel
1591,Sungaipenuh,ID,77.41,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
1593,Gao,ML,86.02,scattered clouds,16.6362,1.637,
1603,Douglas,US,87.67,clear sky,41.3,-96.167,Hilton Garden Inn Omaha West
1605,Siniscola,IT,80.15,clear sky,40.5719,9.6922,Hotel Sa Tanca E Bore
1610,Naifaru,MV,83.14,light rain,5.4444,73.3657,Naifaru Residence Guest House
1615,Yangmei,CN,80.24,overcast clouds,24.1023,112.5618,
1626,Nago,JP,88.65,scattered clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
1629,Wanxian,CN,89.83,clear sky,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
1632,Tanout,NE,83.8,broken clouds,14.9709,8.8879,
1633,Rodeo,US,75.33,clear sky,38.033,-122.2669,Captain's Cottage
1635,Chateaubelair,VC,78.78,broken clouds,13.2833,-61.25,Richmond Vale Diving & Hiking Center
1640,Sabya,SA,89.22,clear sky,17.1495,42.6254,Aseel Hotel Apartment
1643,Fuling,CN,89.04,clear sky,29.7022,107.3919,Yingbin Hostel
1644,Mae Sot,TH,85.42,broken clouds,16.7167,98.5667,Suan Darb Porn Resort (บ้านสวนดาบพรรีสอร์ท)
1648,Aswan,EG,85.98,clear sky,24.0934,32.907,Nuba Nile
1651,Mahibadhoo,MV,83.08,overcast clouds,3.7833,72.9667,Omadhoo Inn
1652,Clayton,US,81.45,broken clouds,33.5335,-84.3666,Royal Inn
1653,Gobo,JP,76.23,light rain,33.8833,135.15,Kotobuki Inn
1654,Uthai Thani,TH,88.95,overcast clouds,15.3833,99.55,เด็กชายพุฒิพงศ์ แจ่มจันทร์
1664,Bhilwara,IN,87.12,overcast clouds,25.35,74.6333,Hotel Radiance Bhilwara
1665,Viransehir,TR,81.0,clear sky,37.2353,39.7631,Viranşehir Öğretmenevi
1666,Saint Andrews,US,76.59,mist,34.0454,-81.1293,Baymont by Wyndham Columbia Northwest
1667,Seoni Malwa,IN,80.46,light rain,22.45,77.4667,hotel naman residency
1668,Olutanga,PH,81.84,overcast clouds,7.3106,122.8464,Morales Lodge
1670,Mazagao,BR,78.85,clear sky,-0.115,-51.2894,Recanto dos Ferreiras
1673,Praya,CV,75.74,broken clouds,14.9215,-23.5087,LT Aparthotel
1674,Syracuse,IT,76.59,clear sky,37.0881,15.2792,Hotel Posta
1680,Biak,ID,77.79,overcast clouds,-0.9131,122.8766,Penginapan Kim
1682,Dodge City,US,85.24,clear sky,37.7528,-100.0171,Windsor Inn & Suites
1684,Council Bluffs,US,87.98,clear sky,41.2619,-95.8608,"Holiday Inn Express & Suites Council Bluffs - Conv Ctr Area, an IHG Hotel"
1685,Manthani,IN,78.03,overcast clouds,18.65,79.6667,"Sri Sai bike Paint,manthani"
1686,Kralendijk,BQ,80.58,few clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
1687,Bambanglipuro,ID,85.42,scattered clouds,-7.95,110.2833,Puri Brata
1688,Papara,BR,75.6,few clouds,-3.9839,-38.7273,Bela vista Maranguape
1689,Bima,ID,86.32,broken clouds,-8.4667,118.7167,Lambitu Hotel
1690,Camargo,MX,88.48,broken clouds,27.6667,-105.1667,Hotel Santa Fe
1691,Bageshwar,IN,75.56,overcast clouds,29.85,79.7667,Dangwal house
1696,Kuching,MY,88.02,few clouds,1.55,110.3333,Hilton Kuching
1697,Praia,CV,75.74,broken clouds,14.9215,-23.5087,LT Aparthotel
1698,Kathu,TH,84.69,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
1702,Vila Do Maio,CV,75.99,broken clouds,15.1333,-23.2167,Hotel Marilu
1703,Kirovskiy,RU,82.81,broken clouds,45.0917,133.5136,"Uyut, Gostinitsa"
1705,Rayong,TH,86.68,overcast clouds,12.8333,101.4333,Suan Palm Garden View Hotel
1707,El Tigre,VE,75.81,broken clouds,8.8875,-64.2454,Hotel Santa Cruz
1709,Qala,AZ,78.69,clear sky,40.4418,50.1681,Shuvelan Cottage House
1713,Bagontapay,PH,86.16,overcast clouds,6.8589,124.9089,3JARMY
1714,Yarada,IN,84.52,haze,17.65,83.2667,Yarada Jungle Beach Resorts
1716,Chechat,IN,88.83,overcast clouds,24.7667,75.8833,"Shri raghunath palace, hotal & restrorent"
1717,Khuzdar,PK,79.66,overcast clouds,27.7384,66.6434,jhalwan Rent A Car Compny Moola Chotok
1719,Payo,ID,86.56,broken clouds,-3.7508,103.6372,Mess keban agung
1721,Saint-Louis,SN,85.1,overcast clouds,16.3333,-15.0,
1722,Kainantu,PG,76.15,overcast clouds,-6.2887,145.8655,Sylvester buku
1723,Umm Lajj,SA,83.35,scattered clouds,25.0213,37.2685,Moon light Furnished Units
1731,Port Said,EG,80.01,clear sky,31.2565,32.2841,Aracan Hotel
